object_id;title;orig_country;release_date;for_children;about;characters;category_property;place;tima;theme;classifier
414358;Наследие: Застывшая кровь;Франция;2019-05-15;0;['киллеры','миссия/цель/задание','риск','загадки и тайны','погони','прошлое героя','спасение','ФБР, ЦРУ, АНБ','выбор','убийства и убийцы','убийцы','снайперы','борьба за выживание','перестрелки','настоящие мужчины','преследования'];;['киллеры','миссия/цель/задание','риск','загадки и тайны','погони','прошлое героя','спасение','ФБР, ЦРУ, АНБ','выбор','убийства и убийцы','убийцы','снайперы','борьба за выживание','перестрелки','настоящие мужчины','преследования'];['лес или джунгли','США'];['21-й век','зима'];развлекательные;Зарубежные фильмы
185741;Лев Яшин. Вратарь моей мечты;Россия;2019-11-28;0;['семья','успех','друзья','мужская дружба','тренировки','дружба','спорт','флешбек','отношения мужа и жены','победа','отношения между тренером и подопечным','знаменитости','коллектив (команда)','спортсмены','преодоление трудностей','мечта','изгои','прошлое героя','футбол','отношения мужчины и женщины','человек и общество','карьера'];;['семья','успех','друзья','мужская дружба','тренировки','дружба','спорт','флешбек','отношения мужа и жены','победа','отношения между тренером и подопечным','знаменитости','коллектив (команда)','спортсмены','преодоление трудностей','мечта','изгои','прошлое героя','футбол','отношения мужчины и женщины','человек и общество','карьера'];['СССР','разные страны'];20-й век;развлекательные;Российские фильмы
223796;Брексит;Великобритания;2019-01-07;0;['отношения сотрудников','исторические события','соперничество','политический конфликт','политические лидеры','гении','преодоление трудностей','интриги','выбор','борьба с системой','успех','разговоры','политика'];;['отношения сотрудников','исторические события','соперничество','политический конфликт','политические лидеры','гении','преодоление трудностей','интриги','выбор','борьба с системой','успех','разговоры','политика'];['Великобритания','большой город'];21-й век;['психологический','политические'];Зарубежные фильмы
191490;Юморист;Россия;2019-01-01;0;['семья','злоупотребление алкоголем','успех','депрессия','творчество и творцов','отцы и дети','чиновники','борьба с системой','измена','знаменитости'];;['семья','злоупотребление алкоголем','успех','депрессия','творчество и творцов','отцы и дети','чиновники','борьба с системой','измена','знаменитости'];['СССР','Латвия'];20-й век;психологический;Российские фильмы
214028;Отрыв;Россия;2019-01-01;0;['друзья','поездки','Рождество и Новый год','отношения','конфликты друзей','борьба за выживание','конфликты в отношениях','смерть','страхи','риск','отношения мужчины и женщины','потеря близких'];;['друзья','поездки','Рождество и Новый год','отношения','конфликты друзей','борьба за выживание','конфликты в отношениях','смерть','страхи','риск','отношения мужчины и женщины','потеря близких'];горы;21-й век;психологический;Российские фильмы
348930;Темные воды;США;2019-11-12;0;['природа','смена жизненных приоритетов','борьба с системой','жертвенность','борьба за справедливость','адвокаты и обвинители','заговоры','политический конфликт','корпорации','риск','настоящие мужчины','соперничество','экология','современные конфликты','обман','разоблачение'];;['природа','смена жизненных приоритетов','борьба с системой','жертвенность','борьба за справедливость','адвокаты и обвинители','заговоры','политический конфликт','корпорации','риск','настоящие мужчины','соперничество','экология','современные конфликты','обман','разоблачение'];США;['21-й век','новейшее время','20-й век'];['остросоциальные','судебный','фильмы-призывы','развлекательные'];Зарубежные фильмы
211371;Другой;Ирландия;2019-01-25;0;['отношения матери и сына','дети','страхи','загадки и тайны','сверхъестественное','соседи','переезд'];;['отношения матери и сына','дети','страхи','загадки и тайны','сверхъестественное','соседи','переезд'];['Ирландия','дом','пригород'];21-й век;психологический;Зарубежные фильмы
199165;Спасти Ленинград;Россия;2019-01-01;0;['любовь','Вторая мировая война','отношения мужчины и женщины','Великая Отечественная война','спасение','отношения отца и сына','романтические отношения','война','катастрофы','смерть','борьба за выживание','корабли'];;['любовь','Вторая мировая война','отношения мужчины и женщины','Великая Отечественная война','спасение','отношения отца и сына','романтические отношения','война','катастрофы','смерть','борьба за выживание','корабли'];['транспортные средства','Россия, Санкт-Петербург','СССР'];['20-й век','осень'];['антивоенные','психологический'];Российские фильмы
189176;Красивый, плохой, злой;США;2019-01-26;0;['расследование','жертвы','расставания','пытки и казни','обреченная любовь','жестокость','отношения мужчины и женщины','убийства и убийцы','преступления','романтические отношения','похищения','маньяки','борьба за справедливость','муки совести','антигерои','отношения в паре','серийные убийцы','изнасилование','любовь','отношения','психи','преступление и наказание'];;['расследование','жертвы','расставания','пытки и казни','обреченная любовь','жестокость','отношения мужчины и женщины','убийства и убийцы','преступления','романтические отношения','похищения','маньяки','борьба за справедливость','муки совести','антигерои','отношения в паре','серийные убийцы','изнасилование','любовь','отношения','психи','преступление и наказание'];США;20-й век;психологический;Зарубежные фильмы
136703;История игрушек 4;США;2019-06-11;1;['дети','игры','дружба','спасение','друзья','возвращение домой','отношения','преображения','похищения','добрые дела','побег','храбрость','преодоление трудностей','любовь','преследования','куклы'];;['дети','игры','дружба','спасение','друзья','возвращение домой','отношения','преображения','похищения','добрые дела','побег','храбрость','преодоление трудностей','любовь','преследования','куклы'];США;21-й век;развлекательные;Анимация
133587;Терминатор: Темные судьбы;США;2019-10-23;0;['борьба со злом','взрывы','будущее','смена жизненных приоритетов','жестокость','угроза всему миру','борьба за выживание','преследования','погони','перестрелки','сверхспособности','киборги','убийства и убийцы','оружие','спасение','сильные женщины','роботы','миссия/цель/задание','драки','война'];;['борьба со злом','взрывы','будущее','смена жизненных приоритетов','жестокость','угроза всему миру','борьба за выживание','преследования','погони','перестрелки','сверхспособности','киборги','убийства и убийцы','оружие','спасение','сильные женщины','роботы','миссия/цель/задание','драки','война'];Мексика;['21-й век','будущее'];развлекательные;Зарубежные фильмы
205906;Кладбище домашних животных;США;2019-03-16;0;['кошки','страхи','семья','кровь','борьба за выживание','несчастный случай','соседи','борьба со злом','преследования','переезд','сверхъестественное','врачи','перерождения','смерть','отношения родителей и детей','отношения мужа и жены','убийства и убийцы','мифы и легенды','жертвы','жестокость','кладбища','потеря близких'];;['кошки','страхи','семья','кровь','борьба за выживание','несчастный случай','соседи','борьба со злом','преследования','переезд','сверхъестественное','врачи','перерождения','смерть','отношения родителей и детей','отношения мужа и жены','убийства и убийцы','мифы и легенды','жертвы','жестокость','кладбища','потеря близких'];['США','пригород','кладбище'];20-й век;психологический;Зарубежные фильмы
216574;Дар;Россия;2019-05-09;0;['выбор','муки совести','творчество и творцов','провинция','отношения','успех','отношения мужчины и женщины','искусство','любовь','деньги','таланты','художники','поиск себя'];;['выбор','муки совести','творчество и творцов','провинция','отношения','успех','отношения мужчины и женщины','искусство','любовь','деньги','таланты','художники','поиск себя'];['провинция','Россия'];21-й век;психологический;Российские фильмы
140703;Хеллбой;США;2019-04-09;0;['расследование','недоразумение','мифы и легенды','ведьмы','угроза всему миру','героизм','герои комиксов','связь времен','спасение','секретные агенты','супергерои','преодоление трудностей','магия и волшебство','сверхспособности','притяжение противоположностей','борьба за справедливость','коллектив (команда)','храбрость','монстры','преследования','борьба со злом'];;['расследование','недоразумение','мифы и легенды','ведьмы','угроза всему миру','героизм','герои комиксов','связь времен','спасение','секретные агенты','супергерои','преодоление трудностей','магия и волшебство','сверхспособности','притяжение противоположностей','борьба за справедливость','коллектив (команда)','храбрость','монстры','преследования','борьба со злом'];разные страны;21-й век;развлекательные;Зарубежные фильмы
206278;Дитя робота;Австралия;2019-01-25;0;['борьба за выживание','преодоление трудностей','сильные женщины','убийства и убийцы','преследования','спасение','искусственный интеллект','роботы','преображения','подростки','отношения матери и дочери','будущее','пост-апокалипсис','эксперименты','риск','взросление','обман','конец света','выбор'];;['борьба за выживание','преодоление трудностей','сильные женщины','убийства и убийцы','преследования','спасение','искусственный интеллект','роботы','преображения','подростки','отношения матери и дочери','будущее','пост-апокалипсис','эксперименты','риск','взросление','обман','конец света','выбор'];закрытое пространство;будущее;психологический;Зарубежные фильмы
279187;Дорогой папа;Россия;2019-09-13;0;['семейные проблемы','преображения','преодоление трудностей','деньги','алчность','наследство','бывшие','семья','выбор','смена жизненных приоритетов','отношения отца и дочери','отцы и дети','отношения родителей и детей'];;['семейные проблемы','преображения','преодоление трудностей','деньги','алчность','наследство','бывшие','семья','выбор','смена жизненных приоритетов','отношения отца и дочери','отцы и дети','отношения родителей и детей'];['Россия','провинция'];21-й век;развлекательные;Российские фильмы
189144;Рождённый стать королём;Великобритания;2019-01-16;1;['дети','миссия/цель/задание','коллектив (команда)','средневековье','дружба','храбрость','друзья'];;['дети','миссия/цель/задание','коллектив (команда)','средневековье','дружба','храбрость','друзья'];не определено;не определено;['авантюрные','развлекательные'];Зарубежные фильмы
222564;21 мост;Китай;2019-09-25;0;['отношения сотрудников','оружие','бандиты и гангстеры','друзья','коррупция','убийцы','разоблачение','преступления','погони','миссия/цель/задание','силы правопорядка','заговоры','дружба','убийства и убийцы','отношения','наркотики','напарники','подставы','расследование'];;['отношения сотрудников','оружие','бандиты и гангстеры','друзья','коррупция','убийцы','разоблачение','преступления','погони','миссия/цель/задание','силы правопорядка','заговоры','дружба','убийства и убийцы','отношения','наркотики','напарники','подставы','расследование'];['США','США, Нью-Йорк','большой город'];['новейшее время','21-й век'];['полицейский','развлекательные'];Зарубежные фильмы
224705;Синяя бездна 2;Великобритания;2019-08-15;0;['моря и океаны','страхи','кровь','семья','акулы и пираньи','риск','экспедиции','подростки','морские хищники','смерть','отношения сестер','погружения на глубину','борьба за выживание','изгои'];;['моря и океаны','страхи','кровь','семья','акулы и пираньи','риск','экспедиции','подростки','морские хищники','смерть','отношения сестер','погружения на глубину','борьба за выживание','изгои'];['транспортные средства','море или океан'];21-й век;['развлекательные','психологический'];Зарубежные фильмы
187138;Отпетые мошенницы;США;2019-05-08;0;['деньги','женщины','алчность','примирение противников','жульничество и аферы','недоразумение','антигерои','флирт','преступления','отношения мужчины и женщины','воровство','женская дружба','богачи','отношение учителя и ученика','притяжение противоположностей','соблазнители','соперничество','неудачники','обман','преображения'];;['деньги','женщины','алчность','примирение противников','жульничество и аферы','недоразумение','антигерои','флирт','преступления','отношения мужчины и женщины','воровство','женская дружба','богачи','отношение учителя и ученика','притяжение противоположностей','соблазнители','соперничество','неудачники','обман','преображения'];США;21-й век;развлекательные;Зарубежные фильмы
204876;Щегол;США;2019-09-08;0;['искусство','друзья','жизнь','молодежь','любовь с первого взгляда','отношения отца и сына','муки совести','психологические травмы','искупление','шантаж','непутевые родители','воровство','первая любовь','злоупотребление алкоголем','наркотики','дружба','жульничество и аферы','отношения','обман','взросление','прошлое героя','отношения мужчины и женщины','потеря близких'];;['искусство','друзья','жизнь','молодежь','любовь с первого взгляда','отношения отца и сына','муки совести','психологические травмы','искупление','шантаж','непутевые родители','воровство','первая любовь','злоупотребление алкоголем','наркотики','дружба','жульничество и аферы','отношения','обман','взросление','прошлое героя','отношения мужчины и женщины','потеря близких'];['Европа','США'];21-й век;['авантюрные','психологический'];Зарубежные фильмы
189011;Стекло;США;2019-01-07;0;['маньяки','супергерои','жертвы','враги или вражда','психи','подростки','сверхспособности','психологические расстройства','преследования','убийства и убийцы','инвалиды','серийные убийцы','антигерои','раздвоение личности','жестокость','борьба со злом'];;['маньяки','супергерои','жертвы','враги или вражда','психи','подростки','сверхспособности','психологические расстройства','преследования','убийства и убийцы','инвалиды','серийные убийцы','антигерои','раздвоение личности','жестокость','борьба со злом'];США;21-й век;психологический;Зарубежные фильмы
411535;Куриоса;Франция;2019-04-03;0;['писатели','ревность','соперничество','конфликты в отношениях','романтические отношения','отношения в паре','страсть','любовь','фотографы','творчество и творцов','отношения мужчины и женщины','любовные треугольники','отношения','конфликты друзей','человеческие пороки','брак','отношения мужа и жены','измена','друзья','любовники','безответная любовь'];;['писатели','ревность','соперничество','конфликты в отношениях','романтические отношения','отношения в паре','страсть','любовь','фотографы','творчество и творцов','отношения мужчины и женщины','любовные треугольники','отношения','конфликты друзей','человеческие пороки','брак','отношения мужа и жены','измена','друзья','любовники','безответная любовь'];['Франция, Париж','Франция'];19-й век;развлекательные;Зарубежные фильмы
199164;Команда мечты;Россия;2019-08-29;1;['мечта','спорт','спортсмены','отцы и дети','отношения между тренером и подопечным','тренировки','отношения отца и сына','семья','отношения брата и сестры','соперничество','футбол','дети','выбор','лошади','победа','преодоление трудностей','богачи','подростки'];;['мечта','спорт','спортсмены','отцы и дети','отношения между тренером и подопечным','тренировки','отношения отца и сына','семья','отношения брата и сестры','соперничество','футбол','дети','выбор','лошади','победа','преодоление трудностей','богачи','подростки'];['Россия','разные города'];21-й век;развлекательные;Российские фильмы
12131;Тест на беременность;Россия;2019-01-01;0;['женщина-врач','любовь','младенцы','врачи','работа','спасение','бывшие','отношения сотрудников','отношения','романы на работе','медицина','здоровье','конфликты на работе','беременность','отношения сотрудника и работодателя','отношения врача и пациента','служебный роман','отношения мужчины и женщины','сильные женщины'];;['женщина-врач','любовь','младенцы','врачи','работа','спасение','бывшие','отношения сотрудников','отношения','романы на работе','медицина','здоровье','конфликты на работе','беременность','отношения сотрудника и работодателя','отношения врача и пациента','служебный роман','отношения мужчины и женщины','сильные женщины'];['Россия','больница/клиника','Россия, Санкт-Петербург'];21-й век;['медицинский','развлекательные'];Российские сериалы
414322;Ленин. Неизбежность;Россия;2019-10-31;0;['политика','заговоры','революция','интриги','политический конфликт','социальный конфликт','борьба за власть','поездки','сильные женщины','исторические события','миссия/цель/задание','шпионы','силы правопорядка','поезд','политические лидеры','выбор','коммунизм','отношения мужа и жены'];;['политика','заговоры','революция','интриги','политический конфликт','социальный конфликт','борьба за власть','поездки','сильные женщины','исторические события','миссия/цель/задание','шпионы','силы правопорядка','поезд','политические лидеры','выбор','коммунизм','отношения мужа и жены'];Россия;20-й век;политические;Российские фильмы
414965;Измени или умри;Испания;2019-02-01;0;['разоблачение','любовники','изнасилование','любовные треугольники','отношения на расстоянии','убийства и убийцы','кровь','отношения мужа и жены','семейный конфликт','измена','отель/гостиница/хостел/мотель'];;['разоблачение','любовники','изнасилование','любовные треугольники','отношения на расстоянии','убийства и убийцы','кровь','отношения мужа и жены','семейный конфликт','измена','отель/гостиница/хостел/мотель'];['США','горы'];новейшее время;['психологический','развлекательные'];
7951;Ходячие мертвецы;США;2019-01-01;0;['преследования','зомби и живые мертвецы','спасение','отношения','вирусы','дружба','борьба со злом','преодоление трудностей','преображения','коллектив (команда)','пост-апокалипсис','борьба за выживание','жуткие твари','выживание в диких условиях','смерть','настоящие мужчины'];;['преследования','зомби и живые мертвецы','спасение','отношения','вирусы','дружба','борьба со злом','преодоление трудностей','преображения','коллектив (команда)','пост-апокалипсис','борьба за выживание','жуткие твари','выживание в диких условиях','смерть','настоящие мужчины'];США;21-й век;развлекательные;['Зарубежные сериалы','other']
180036;Балканский рубеж;Россия;2019-03-21;0;['героизм','перестрелки','настоящие мужчины','храбрость','политический конфликт','международные отношения','спасение','заложники','битвы','миссия/цель/задание','десант','терроризм','горячие точки','интернациональные отношения'];;['героизм','перестрелки','настоящие мужчины','храбрость','политический конфликт','международные отношения','спасение','заложники','битвы','миссия/цель/задание','десант','терроризм','горячие точки','интернациональные отношения'];Сербия;20-й век;патриотические;Российские фильмы
206064;Искусство обмана;США;2019-03-21;0;['бандиты и гангстеры','преображения','отношения','обман','прошлое героя','отношения мужчины и женщины','деньги','напарники','преследования','воровство','жульничество и аферы','риск','миссия/цель/задание','ограбления','актеры','преступления'];;['бандиты и гангстеры','преображения','отношения','обман','прошлое героя','отношения мужчины и женщины','деньги','напарники','преследования','воровство','жульничество и аферы','риск','миссия/цель/задание','ограбления','актеры','преступления'];['США, Лос-Анджелес','США'];21-й век;['авантюрные','развлекательные'];Зарубежные фильмы
418585;Котел;Россия;2019-11-24;0;['потеря близких','перемены к лучшему','поиск себя','суицид и самоубийцы','дружба','друзья','молодежь','психологические травмы','отношения мужчины и женщины','смена жизненных приоритетов','депрессия','самоубийство','спасение','миссия/цель/задание','преодоление трудностей'];;['потеря близких','перемены к лучшему','поиск себя','суицид и самоубийцы','дружба','друзья','молодежь','психологические травмы','отношения мужчины и женщины','смена жизненных приоритетов','депрессия','самоубийство','спасение','миссия/цель/задание','преодоление трудностей'];большой город;21-й век;психологический;Российские фильмы
206326;Папа, сдохни;Россия;2019-04-04;0;['отношения','семейные проблемы','месть','отцы и дети','отношения мужчины и женщины','перестрелки','семья','драки','семейный конфликт','ссоры','отношения отца и дочери'];;['отношения','семейные проблемы','месть','отцы и дети','отношения мужчины и женщины','перестрелки','семья','драки','семейный конфликт','ссоры','отношения отца и дочери'];['Россия','квартира'];21-й век;развлекательные;Российские фильмы
12928;Пандора;США;2019-07-16;0;['отношения','любовь','космос','сильные женщины','сверхспособности','потеря близких','клонирование','взросление','друзья','инопланетяне','учеба','романтические отношения','отношения между разными расами','дружба','наука и техника','угроза всему миру','молодежь','прошлое героя','отношение учителя и ученика','студенты','загадки и тайны','будущее'];;['отношения','любовь','космос','сильные женщины','сверхспособности','потеря близких','клонирование','взросление','друзья','инопланетяне','учеба','романтические отношения','отношения между разными расами','дружба','наука и техника','угроза всему миру','молодежь','прошлое героя','отношение учителя и ученика','студенты','загадки и тайны','будущее'];космос;будущее;развлекательные;
355585;Старые счеты;Канада;2019-08-02;0;['деньги','возвращение домой','враги или вражда','непутевые родители','отношения','одержимость','отношения отца и сына','преступления','отцы и дети','месть','предатели','отношения родителей и детей','выбор','тюрьма','силы правопорядка','проститутки','неизлечимо больные','свобода'];;['деньги','возвращение домой','враги или вражда','непутевые родители','отношения','одержимость','отношения отца и сына','преступления','отцы и дети','месть','предатели','отношения родителей и детей','выбор','тюрьма','силы правопорядка','проститутки','неизлечимо больные','свобода'];США;['новейшее время','21-й век'];развлекательные;
212264;Ядовитая роза;США;2019-05-23;0;['расследование','человеческие пороки','бандиты и гангстеры','прошлое героя','похищения','исчезновения','отношения','возвращение домой','преступления','перестрелки','риск','месть','загадки и тайны','убийства и убийцы','частные детективы или сыщики','отношения мужчины и женщины','семейный конфликт','подростки','отношения отца и дочери','загадочные смерти','несчастный случай','бывшие','злоупотребление алкоголем'];;['расследование','человеческие пороки','бандиты и гангстеры','прошлое героя','похищения','исчезновения','отношения','возвращение домой','преступления','перестрелки','риск','месть','загадки и тайны','убийства и убийцы','частные детективы или сыщики','отношения мужчины и женщины','семейный конфликт','подростки','отношения отца и дочери','загадочные смерти','несчастный случай','бывшие','злоупотребление алкоголем'];['США','маленький городок'];21-й век;психологический;Зарубежные фильмы
214284;Семь ужинов;Россия;2019-01-01;0;['развод','конфликты в отношениях','отношения','свидания','психологи','брак','потерянная любовь','отношения мужчины и женщины','отношения мужа и жены','отношения в паре'];;['развод','конфликты в отношениях','отношения','свидания','психологи','брак','потерянная любовь','отношения мужчины и женщины','отношения мужа и жены','отношения в паре'];Россия;21-й век;развлекательные;Российские фильмы
314325;Робо;Россия;2019-12-12;1;['мечта','дружба','наука и техника','отношения отца и сына','потеря близких','перемены к лучшему','одиночество','взросление','отношения родителей и детей','друзья','школа','роботы','дети','отношения матери и сына','семейные проблемы'];;['мечта','дружба','наука и техника','отношения отца и сына','потеря близких','перемены к лучшему','одиночество','взросление','отношения родителей и детей','друзья','школа','роботы','дети','отношения матери и сына','семейные проблемы'];['Россия','Россия, Москва'];21-й век;развлекательные;Российские фильмы
12611;Остров;Франция;2019-01-01;0;['сильные женщины','загадочные смерти','преображения','преодоление трудностей','загадки и тайны','риск','прошлое героя','сверхспособности','сверхъестественное','преследования','борьба со злом','борьба за справедливость','тайна смерти','расследование','интриги'];;['сильные женщины','загадочные смерти','преображения','преодоление трудностей','загадки и тайны','риск','прошлое героя','сверхспособности','сверхъестественное','преследования','борьба со злом','борьба за справедливость','тайна смерти','расследование','интриги'];остров;21-й век;психологический;Зарубежные сериалы
224682;Детские игры;Канада;2019-06-18;0;['преследования','отношения матери и сына','жестокость','борьба со злом','маньяки','спасение','борьба за выживание','куклы','страхи','преодоление трудностей','жертвы','убийства и убийцы','смерть','риск','сверхъестественное','дети','кровь','друзья'];;['преследования','отношения матери и сына','жестокость','борьба со злом','маньяки','спасение','борьба за выживание','куклы','страхи','преодоление трудностей','жертвы','убийства и убийцы','смерть','риск','сверхъестественное','дети','кровь','друзья'];США;21-й век;психологический;Зарубежные фильмы
133589;Капитан Марвел;США;2019-02-27;0;['спасение','героизм','борьба со злом','преодоление трудностей','сверхъестественное','угроза всему миру','супергерои','герои комиксов','инопланетяне','сверхспособности','сильные женщины'];;['спасение','героизм','борьба со злом','преодоление трудностей','сверхъестественное','угроза всему миру','супергерои','герои комиксов','инопланетяне','сверхспособности','сильные женщины'];США;21-й век;развлекательные;Зарубежные фильмы
288949;После;США;2019-04-11;0;['конфликты в отношениях','притяжение противоположностей','секс','студенты','ссоры','отношения в паре','романтические отношения','подростковая любовь','страсть','семейные проблемы','любовь','отношения','хулиганы','бывшие','семейный конфликт','молодежь'];;['конфликты в отношениях','притяжение противоположностей','секс','студенты','ссоры','отношения в паре','романтические отношения','подростковая любовь','страсть','семейные проблемы','любовь','отношения','хулиганы','бывшие','семейный конфликт','молодежь'];США;21-й век;развлекательные;Зарубежные фильмы
411537;Донбасс. Окраина;Россия;2019-06-12;0;['примирение противников','смена жизненных приоритетов','перестрелки','убийства и убийцы','современные конфликты','жертвы','взрывы','человеческие пороки','борьба за выживание','преодоление трудностей','настоящие мужчины','враги или вражда','страхи','спасение','горячие точки','жестокость','армия','война','ссоры','гражданская война'];;['примирение противников','смена жизненных приоритетов','перестрелки','убийства и убийцы','современные конфликты','жертвы','взрывы','человеческие пороки','борьба за выживание','преодоление трудностей','настоящие мужчины','враги или вражда','страхи','спасение','горячие точки','жестокость','армия','война','ссоры','гражданская война'];Украина;21-й век;антивоенные;Российские фильмы
